event_date,event_state,event_city,event_name,event_location_name,event_address
2017-10-31,SC,Charleston,James Island Charter High School,James Island Charter HS,1000 Fort Johnson Rd
2017-10-31,SC,Summerville,CACRAO - Ashley Ridge High School College Fair,Ashley Ridge High School,9800 Delemar Hwy
2017-10-31,SC,Summerville,Pinewood Preparatory School,Pinewood Preparatory School,1114 Orangeburg Rd
2017-11-01,CA,Los Angeles,Notre Dame Academy Visit,Notre Dame Academy,2851 Overland Ave
2017-11-01,GA,Atlanta,Georgia Cyber Academy,Georgia Cyber Academy,1745 Phoenix Blvd Ste 100
2017-11-01,GA,Augusta,Academy of Richmond County,Academy Of Richmond County,910 Russell St
2017-11-01,GA,Augusta,John S Davidson Fine Arts School,John S Davidson Fine Arts School,615 12th St
2017-11-01,GA,Conyers,Heritage HS Visit,Heritage High School,2400 Granade Rd SW
2017-11-01,GA,Conyers,Salem HS Visit,Salem High School,3551 Underwood Rd SE
2017-11-01,GA,Covington,PROBE Newton County Fair at Alcovy High School,Alcovy High School,14567 Highway 36
2017-11-01,GA,Evans,Lakeside High School,Lakeside High School,533 Blue Ridge Dr
2017-11-01,GA,Madison,PROBE Morgan County Fair at Morgan County High School,Morgan County High School,1231 College Dr
2017-11-01,GA,Martinez,Augusta Preparatory Day School,Augusta Preparatory Day School,285 Flowing Wells Rd
2017-11-01,MD,Baltimore,Kenwood High School's 10th Annual College Fair,Kenwood High,501 Stemmers Run Rd
2017-11-01,PA,Berwyn,Conestoga High School,Conestoga High School,200 Irish Rd
2017-11-01,SC,Daniel Island,Bishop England High School,Bishop England High School,363 Seven Farms Dr
2017-11-01,SC,Mt Pleasant,CACRAO - Wando High School College Fair,Wando High School,1000 Warrior Way
2017-11-01,SC,Mt Pleasant,Wando High School,Wando High School,1000 Warrior Way
2017-11-02,CA,Aliso Viejo,Aliso Niguel High School,Aliso Niguel High School,28000 Wolverine Way
2017-11-02,CA,Downey,Downey Unifed School District College Fair,Warren High School,8141 De Palma St
2017-11-02,CA,Irvine,Tarbut V'Torah Upper School,Tarbut V Torah Comm Day School,5 Federation Way
2017-11-02,CA,Irvine,Woodbridge High School,Woodbridge High School,2 Meadowbrook
2017-11-02,CA,San Juan Capo,St. Margaret's Episcopal School,Saint Margarets Episcopal Sch,31641 La Novia Ave
2017-11-02,GA,Commerce,PROBE Jackson County Fair at East Jackson High School,East Jackson Comprehensive High School,1435 Hoods Mill Rd
2017-11-02,GA,Decatur,Southwest Dekalb,Southwest Dekalb High School,2863 Kelley Chapel Rd
2017-11-02,GA,Hampton,Dutchtown High School College Fair,Dutchtown High School,149 Mitchell Rd
2017-11-02,GA,Lawrenceville,Archer High School Visit,Archer High School,2255 New Hope Rd
2017-11-02,GA,Lawrenceville,Mountain View High School Visit,Mountain View High School,2351 Sunny Hill Rd
2017-11-02,GA,Lilburn,Parkview High School Visit,Parkview High School,998 Cole Dr SW
2017-11-02,GA,Locust Grove,Locust Grove High School Visit,Locust Grove High School,3275 S Ola Rd
2017-11-02,GA,Snellville,PROBE Gwinnett South Fair at Brookwood High School,Brookwood High School,1255 Dogwood Rd
2017-11-02,NJ,Summit,Summit High School College Night,Summit High School,125 Kent Place Blvd
2017-11-02,PA,Reading,Berks Catholic High School,Berks Catholic High School,955 E Wyomissing Blvd
2017-11-02,SC,Charleston,Ashley Hall,Ashley Hall,172 Rutledge Ave
2017-11-02,SC,Charleston,Porter-Gaud School,Porter-Gaud School,300 Albemarle Rd
2017-11-02,SC,N Charleston,Academic Magnet School,Academic Magnet High School,5109A W Enterprise St
2017-11-03,GA,Hoschton,Mill Creek High School Visit,Mill Creek High School,4400 Braselton Hwy
2017-11-03,GA,Suwanee,North Gwinnett High School Visit,North Gwinnett High School,20 Level Creek Rd
2017-11-03,TX,Allen,Allen High School Counselor Update,Allen High School,300 Rivercrest Blvd
2017-11-06,CA,Los Angeles,New West Charter School,New West Charter School,1905 Armacost Ave
2017-11-06,CA,Tustin,Tustin Unified College Fair,Tustin High School,1171 El Camino Real
2017-11-06,GA,Bellville,Pinewood Christian Academy College Fair,Pinewood Christian Academy,PO Box 7
2017-11-06,PA,Pittsburgh,Fox Chapel Area High School,Fox Chapel Area High School,611 Field Club Rd
2017-11-07,DE,Wilmington,The Tatnall School,The Tatnall School,1501 Barley Mill Rd
2017-11-07,GA,Watkinsville,Oconee County Chamber of Commerce Scholarship Fair,Oconee County Civic Center,2661 Hog Mountain Rd
2017-11-07,PA,Villanova,Academy Of Notre Dame De Namur,Academy Of Notre Dame De Namur,560 Sproul Rd
2017-11-08,CA,Fountain Vly,Fountain Valley High School College Fair,Fountain Valley High School,17816 Bushard St
2017-11-08,CA,Los Angeles,Marymount High School,Marymount High School,10643 W Sunset Blvd
2017-11-08,KY,Lexington,Lafayette Senior High School,Lafayette Senior High School,401 Reed Ln
2017-11-09,CA,Burbank,John Burroughs High School RACC Mini Fair,John Burroughs High School,1920 W Clark Ave
2017-11-09,GA,Newnan,Newnan High School,Newnan High School,190 Lagrange St
2017-11-09,GA,Newnan,Northgate High School,Northgate High School,3220 Fisher Rd
2017-11-09,GA,Norcross,Norcross High School College Fair,Norcross High School,5300 Spalding Dr
2017-11-09,GA,Sharpsburg,East Coweta High School,East Coweta High School,400 Mccollum Sharpsburg Rd
2017-11-09,GA,Sharpsburg,Trinity Christian School,Trinity Christian School,8817 Highway 54
2017-11-09,SC,Greenville,GREEN Charter School,GREEN Charter School,211 Century Dr
2017-11-10,CA,Los Angeles,Brentwood School,Brentwood School,100 S Barrington Pl
2017-11-10,GA,Douglasville,Douglas County High School,Douglas County High School,8705 Campbellton St
2017-11-10,GA,Douglasville,New Manchesters High School,New Manchester High School,4925 Highway 92/166
2017-11-11,MD,Ft Washington,"Alpha Phi Alpha ""Go to High School, Go to College"" College Fair",Southern Regional Technology and Recreation Complex,7007 Bock Rd
2017-11-12,VA,Norfolk,Norfolk Academy Workshop,Norfolk Academy,1585 Wesleyan Dr
2017-11-14,AZ,Goodyear,BASIS Goodyear,BASIS Goodyear,15800 W Sherman St
2017-11-14,GA,Lithonia,"Martin Luther King, Jr. High School College and Career Day",Martin Luther King Jr High Sch,3991 Snapfinger Rd
2017-11-14,NC,Southern Pines,The O'Neal School,The O'Neal School,3300 Airport Rd
2017-11-14,PA,Pittsburgh,Mount Lebanon High School,Mount Lebanon High School,155 Cochran Rd
2017-11-14,TX,Allen,Allen High School College Panel,Allen High School,300 Rivercrest Blvd
2017-11-15,GA,Marietta,Osborne High School Annual College & Military Fair,Robert L Osborne High School,2451 Favor Rd SW
2017-11-15,GA,Rincon,Effingham College & Career Academy,Effingham College & Career Academy,2940 Georgia 21
2017-11-15,GA,Stone Mtn,Redan,Redan High School,5247 Redan Rd
2017-11-15,PA,Allison Park,Hampton High School,Hampton High School,2929 Mccully Rd
2017-11-16,NJ,Westfield,Westfield High School College Night,Westfield High School,550 Dorian Rd
2017-11-17,ID,Boise,Boise High School,Boise High School,1010 W Washington St
2017-11-21,FL,Jacksonville,Englewood High School,Englewood High School,4412 Barnes Rd
2017-11-29,GA,Atlanta,Dr. Ronald E. McNair,Mcnair High School,1804 Bouldercrest Rd SE
2017-12-01,FL,Jacksonville,Robert E. Lee High School,Robert E Lee Senior HS,1200 Mcduff Ave S
2017-12-02,GA,Brookhaven,NSHSS Holiday Event & College Fair,National Society of High School Scholars,1936 N Druid Hills Rd NE
2017-12-13,DC,Washington,"Evening with UGA in Washington, DC",University of Georgia Delta Hall,608 Massachusetts Ave NE
2017-12-13,GA,Atlanta,Dr. Ronald McNair,Mcnair High School,1804 Bouldercrest Rd SE
